filename,redshift,MWEBV,type,host_photo_z
2020mks,0.049,0.051,SN II,
2020qql,0.076,0.019,SN Ia,
2020rmy,0.138,0.06,SN Ia,
2020teb,0.104,0.072,SN Ia,
2020sia,0.099,0.032,SN Ia,
2020scj,0.103,0.025,SN Ia,
2020sym,0.042,0.013,SN Ic,
2020onu,0.044,0.016,SN Ia,
2020qmo,0.042,0.016,SN II,
2020skr,0.099,0.044,SN Ia,
2020tkc,0.036,0.043,SN IIb,
2020vbj,0.116,0.115,SN Ia-91T-like,
2021dk,,0.01,,
2020advr,,0.012,,
2020acyq,,0.026,,
2020zjt,,0.04,,
2020aetg,,0.089,,
2020aeti,,0.025,,0.341958
2021aoy,,0.022,,
2021iv,,0.018,,
2021rh,,0.029,,
2021jt,,0.034,,
2021absb,,0.069,,
2021jv,,0.056,,
2020adkf,,0.017,,
2021dow,,0.007,,0.344421
2021wd,,0.011,,
2021pe,,0.053,,
2020adat,,0.018,,
2020acvi,,0.015,,
2021pd,,0.033,,
2020aena,,0.056,,
2020acih,,0.045,,
2021aow,,0.02,,
2021afg,,0.037,,
2021afd,,0.036,,
2021afh,,0.028,,
2021afk,,0.018,,0.557533
2021wr,,0.051,,
2020acop,,0.031,,
2020aevg,,0.029,,
2021aov,,0.025,,
2021beb,,0.061,,
2021cjm,,0.023,,
2021aou,,0.028,,
2021apd,0.1,0.019,SN Ia,
2021afe,,0.038,,
2021agt,,0.021,,
2020aaiy,,0.092,,
2021aot,,0.017,,
2021uo,,0.012,,
2021atj,,0.019,,
2021bbb,,0.021,,
2021ati,,0.008,,0.31877
2021bbr,,0.013,,
2021buj,,0.015,,
2021aoi,,0.03,,
2021baa,,0.018,,
2021bbq,,0.031,,
2021bbp,,0.071,,
2021pn,,0.018,,
2020achp,,0.074,,
2021aru,,0.007,,
2021atk,,0.022,,
2021bbd,,0.027,,
2020abwx,,0.035,,
2020achk,,0.085,,
2020adlp,0.07848,0.039,SN Ia,
2021J,0.002388,0.017,SN Ia,
2021bmt,0.07,0.078,SN Ia,
2021in,,0.019,,
2021pl,0.07378,0.024,SN Ia,
2021im,,0.022,,
2021cji,,0.013,,
2021dox,,0.014,,
2021arg,0.031,0.048,SN II,
2021doy,,0.06,,
2021dpa,,0.015,,
2021doz,,0.015,,
2021dpb,,0.034,,
2021cjj,,0.02,,
2021dpc,,0.035,,
2021bwy,,0.027,,
2021dcj,,0.019,,0.184437
2021cth,,0.02,,
2021cbe,,0.017,,
2021bxe,,0.01,,
2021bug,0.005847,0.017,SN II,
2021bmv,0.09,0.043,SN IIn,
2021bsv,,0.049,,
2021cqv,,0.014,,
2021bvy,,0.026,,
2021cob,0.078,0.015,SN Iax[02cx-like],
2021csn,,0.035,,
2021cso,,0.031,,
2021ctc,,0.013,,
2020aewm,,0.018,,
2021coc,,0.021,,
2021ctd,,0.025,,
2021ctg,,0.012,,
2021bzk,,0.042,,
2021ctf,,0.017,,
2021cte,,0.012,,
2021dpe,,0.01,,
2021iux,,0.046,,
2021cto,,0.038,,
2021hid,,0.015,,
2021bzl,,0.036,,
2021dpi,,0.012,,
2021dph,,0.013,,
2021dsp,,0.01,,
2021dsj,,0.046,,
2021dkz,,0.021,,
2021hmf,,0.034,,
2020aapb,,0.026,,
2020aegj,,0.045,,
2021dda,0.07,0.021,SN Ia-91T-like,
2020aect,,0.023,,
2021pi,,0.013,,
2021cgj,,0.018,,
2021ctn,0.0946,0.045,SN Ia-91T-like,
2021chy,,0.027,,
2021cuw,,0.023,,
2021dkj,,0.093,,
2021dcu,0.042,0.049,SN Ia,
2021cjn,,0.068,,
2021ju,,0.028,,
2021bbc,,0.018,,
2021afi,,0.02,,
2021atg,,0.016,,
2021ath,,0.014,,
2021aox,,0.036,,
2021jr,,0.064,,
2020acsq,,0.042,,
2020ybc,,0.056,,
2021dpj,,0.024,,
2020tlf,0.008463,0.014,SN IIn,
2021ehh,,0.008,,
2021ekr,,0.018,,
2021fwo,,0.022,,
2021dnm,0.046105,0.012,SN Ia,
2021dsk,,0.017,,
2021bwv,0.022,0.041,SN II,
2020pst,0.046,0.032,SN Ia,
2021jw,0.06,0.061,SN Ic-BL,
2020rmg,0.04,0.022,SN Ia,
2020tzs,0.057,0.049,SN II,
2020xkt,,0.041,,
2020zfn,0.038,0.053,SN Ia,
2020aavd,0.142,0.029,SN Ia,
2020acxg,0.173,0.021,SN Ia-91T-like,
2020uys,,0.017,,
2020acbc,0.13,0.039,SN Ia,
2020thx,0.084,0.013,SN II,
2020tht,0.053,0.015,SN Ia,
2020uwl,0.093,0.013,SN II,
2020wfg,0.108,0.034,SN Ia,
2020wux,0.066,0.027,SN Ia,
2020zgc,0.068,0.026,SN Ia,
2020sjo,0.031141,0.057,SN Ia,
2020abcn,0.0383060016,0.027,SN Ia,
2021bmu,0.053,0.03,SN Ia-91bg-like,
2020aeqp,0.06,0.011,SN Ia,
2021bsr,0.087,0.028,SN Ia-91T-like,
2021cca,0.085,0.04,SN Ia,
2021arl,0.069,0.029,SN Ia,
2020aeqm,0.042,0.032,SN Ia,
2021cta,0.081,0.023,SN Ia,
2021agu,0.05,0.029,SN Ia,
2021us,0.067,0.025,SN Ia,
2020abim,0.015661,0.026,SN Ia,
2020adkc,0.0917,0.037,SN Ia,
2021aci,0.09,0.01,SN Ia,
2021aff,0.051,0.018,SN II,
2020uaq,0.115,0.031,SN IIn,
2020zhh,0.04,0.057,SN Ia,
2020rkt,0.103,0.023,SN Ia,
2020ulz,0.103,0.059,SN Ia,
2020utm,0.044,0.082,SN IIn,
2020vdk,0.074,0.024,SN II,
2020zcp,0.043,0.056,SN Ib,
2021ekf,,0.037,,
2020zmn,0.019,0.023,LBV,0.037009
2020acwy,,0.04,,
2020zbr,0.091,0.046,SN Ia,
2021at,0.111,0.037,SN Ia-91T-like,
2020acty,0.047,0.018,SN Ib,
2021afj,0.097,0.028,SN Ia,
2020acxb,0.143,0.048,SN Ia,
2021fvg,,0.024,,0.210554
2021ghd,,0.024,,
2021gnn,,0.029,,
2021hky,,0.022,,
2021nhq,,0.015,,
2021dqo,0.078,0.025,SN Ia,
2021gdd,,0.013,,
2021fwm,0.07,0.041,SN Ia,
2021gji,,0.011,,
2021alq,0.04,0.032,SN II,
2021hdq,,0.087,,
2021hby,,0.02,,0.943695
2021gpt,,0.037,,
2020acun,0.021595,0.128,SN II,
2021foz,0.075,0.011,SN Ia,
2021gca,,0.008,,
2021gyv,,0.014,,
2021gno,0.006211,0.03,SN Ib,
2021dib,0.086,0.028,SN I,
2021hbx,,0.059,,
2021avi,,0.031,,
2021cmo,,0.041,,
2021cox,,0.06,,
2021gba,0.1,0.059,SN Ia,
2021epm,,0.043,,
2021gik,,0.038,,
2021gqc,0.047,0.092,SN Ia,
2020aekp,0.046,0.027,SN Ia-CSM,
2021hqa,,0.029,,
2021ilt,,0.041,,
2021ina,,0.032,,0.423538
2021ied,,0.035,,
2021dpf,,0.009,,
2021dpd,,0.033,,
2021dtf,,0.039,,
2021hdj,,0.023,,
2021btn,0.083,0.049,SN II,
2021ils,,0.03,,0.569891
2021kdv,,0.01,,
2021inc,0.0777,0.013,SN II,
2021hzh,,0.023,,
2021hyf,,0.019,,
2021hjj,,0.018,,
2021hxv,0.078,0.018,SN II,
2021ilr,,0.091,,
2021isp,,0.024,,
2021kng,,0.016,,
2021iys,,0.033,,
2021iyr,0.108,0.032,SN Ia,
2021iyw,,0.024,,
2021lqx,,0.044,,
2021iyv,,0.028,,
2021jvt,,0.077,,
2021jlj,,0.03,,
2021ibg,,0.017,,
2021hye,,0.018,,
2021huz,,0.012,,
2021gis,,0.016,,
2021ipc,,0.008,,0.560138
2021iyu,,0.035,,
2021ikk,,0.041,,
2021iyq,,0.046,,
2021itd,0.081,0.014,SN Ia,
2021enc,,0.037,,
2021iqw,,0.028,,
2021fpp,,0.044,,
2021iww,,0.035,,
2021iwx,,0.008,,
2021jvo,,0.025,,
2021iwy,,0.032,,
2021ipg,,0.045,,0.404115
2021jvu,,0.032,,
2021ifw,,0.026,,
2021joy,,0.028,,
2021jni,,0.033,,
2021iok,0.128,0.087,SN Ia,
2021jof,0.11,0.034,SN Ia-91T-like,
2021hus,,0.01,,0.053845
2021int,,0.013,,
2021jkg,,0.078,,
2021gmv,,0.034,,0.296388
2021jzf,0.076,0.066,SN Ia,
2021joz,,0.036,,
2021jzh,,0.07,,
2021jzg,,0.095,,
2021kbk,,0.059,,
2021kbo,,0.012,,
2021kbj,0.13,0.038,SN Ia,
2021kbm,,0.016,,
2021kde,,0.011,,
2021kcb,,0.009,,
2021kzc,,0.041,,
2021kkv,,0.037,,
2021kdb,,0.024,,
2021itp,0.095,0.018,SN Ia-91T-like,
2021kce,,0.018,,
2021kbi,,0.036,,
2020aeyi,,0.018,,
2021key,,0.019,,
2021dpg,,0.018,,
2021ibh,,0.028,,
2021jna,,0.03,,
2021iyp,,0.019,,
2021kps,,0.025,,
2021isf,,0.012,,
2021hwj,,0.047,,
2021jwb,,0.048,,
2021kbn,,0.01,,
2021kbl,,0.007,,
2021kgn,,0.039,,
2021kms,,0.052,,
2021kiw,,0.01,,
2019uit,0.071,0.042,SN IIn,
2020ees,0.024424,0.012,SN Ia,
2021kor,,0.094,,
2020atv,0.08,0.047,SN Ia,
2019yyb,0.068,0.021,SN Ia,0.0620800770571087
2020zj,0.03157,0.032,SN Ia,0.246902927976786
2020ue,0.003,0.025,SN Ia,0.119812915165255
2020hr,0.0821,0.02,SN Ia,0.073967455618221
2020azt,0.15,0.02,SN Ia,
2020azh,0.029,0.019,SN II,
2020zx,0.033,0.014,SN II,0.0249179100144461
2019wqf,0.033,0.011,SN Ia,0.036422381891524
2020add,0.108,0.019,SN Ia,0.0794708570046671
2020bcq,0.018,0.013,SN Ib,
2020awu,0.065,0.032,Other,
2021kpo,,0.033,,
2021kpq,,0.029,,
2021kpr,,0.026,,
2021lqw,,0.009,,
2021lqv,,0.055,,
2021jvm,,0.033,,
2021kdd,,0.013,,
2021krc,0.0445,0.024,SN II,
2021ley,,0.027,,0.2247
2021kzx,0.089,0.034,SN Ia-91T-like,
2021lit,,0.033,,
2021kpp,,0.008,,
2021kwa,0.085,0.035,SN Ia,
2021kyp,0.12,0.015,SN Ia,
2019tvv,0.026,0.024,SN Ia,0.0384908640561849
2019wmr,0.038,0.011,SN II,0.0365892593810609
2019yvr,0.005,0.021,SN Ib,0.0959364358901627
2020jgl,0.006758,0.06,SN Ia,
2020jny,0.0237,0.026,SN Ia,
2020igy,0.031795,0.075,SN Ia,
2020neh,0.062,0.038,TDE,
2020lfi,0.055,0.068,SN II,
2020lrr,0.0275,0.011,SN II,
2020nxt,,0.065,SN Ibn,
2020pki,0.028,0.078,SN Ia,
2020nov,0.084,0.097,TDE,
2021krk,,0.025,,
2021lez,,0.105,,
2020sag,0.04,0.051,SN Ia,
2020sga,0.079,0.079,SN Ia,
2020tjd,0.01,0.029,SN IIb,
2020uxz,0.008246,0.033,SN Ia,
2020tfc,0.03,0.063,SN Ia,
2020xua,0.022,0.075,SN II,
2021kqp,,0.081,,
2021lby,,0.028,,
2020ytg,0.056,0.061,SN II,
2020yhn,0.09,0.04,SN Ia,
2021mmd,,0.032,,
2020ybn,0.096,0.069,SN IIn,
2020zyy,0.059,0.078,SN Ia-91T-like,
2020zjo,0.082,0.058,SN Ia,
2020kpz,0.039,0.017,SN II,
2020aetf,,0.049,,
2020aczd,0.034,0.072,SN II,
2020aafm,0.066,0.014,SN II,
2021js,,0.057,CV,
2021gdz,0.022,0.028,SN II,
2021inl,0.02,0.008,SN Ib-pec,0.024383
2021hiz,0.003319,0.022,SN Ia,0.00989
2021lra,,0.038,,
2021lru,,0.047,,
2021lrj,,0.051,,
2021mba,,0.067,,
2021hrj,0.022,0.093,SN Ib,
2021ljb,0.121,0.033,SN Ia,
2021lzg,,0.025,,
2021kwy,,0.021,,
2021lik,,0.033,,
2021luw,,0.031,,
2021lzh,,0.024,,
2021lus,,0.018,,
2021lut,,0.03,,
2021lhf,,0.021,,
2021sjw,,0.033,,
2021luu,0.1,0.039,SN Ia,
2021luv,,0.059,,
2021lux,,0.015,,
2021lya,,0.008,,
2021lta,0.1,0.04,SN Ia,
2021kxk,,0.023,,
2021kyv,0.1,0.007,SN,
2021mgd,0.11,0.019,SN Ia,
2021lzb,,0.032,,
2021lze,,0.016,,0.311269
2021lzc,0.1,0.095,SN Ia,
2021mqf,0.083,0.05,SN Ia,
2021sjv,,0.057,,
2021msx,,0.055,,
2021liv,,0.027,,
2021log,0.142,0.035,SN Ia,
2021mga,,0.027,,
2021mgc,0.083,0.034,SN Ia,
2021mfz,,0.087,,
2021low,0.021958,0.021,SN Ia,
2021mfx,,0.033,,
2021bbz,0.023,0.02,SN Ia,
2021mfy,0.087,0.018,SN Ia,
2021naw,,0.02,,
2021mge,,0.031,,
2021lgq,,0.096,,
2021mms,,0.016,,
2021sjr,,0.035,,
2021mpm,,0.017,,
2021lxb,0.0259,0.008,SN Ia,
2021kbx,,0.014,,
2021biy,0.002021,0.015,LRN,
2021mim,0.03812,0.041,SN Ia,
2021mxv,,0.037,,
2021mwb,0.043,0.019,SN Ia,
2021mxw,,0.027,,
2021qxv,0.183,0.108,TDE,
2021nsm,,0.019,,
2021mqr,,0.027,,
2021nsk,,0.071,,
2021nsl,,0.061,,
2021nsi,0.13,0.065,SN Ia,
2021qxm,,0.057,,
2021nsh,0.083,0.096,SN Ia,
2021lgc,,0.054,,
2021nsg,,0.088,,
2020abah,,0.02,,
2021oek,,0.036,,
2021nsf,,0.016,,
2021mwc,,0.036,,
2021nmk,,0.028,,
2021nse,,0.021,,
2021nuh,,0.03,,
2021nug,,0.024,,
2021nxq,0.15,0.012,SLSN-I,
2021sjx,,0.061,,
2021ort,,0.009,,
2021nip,0.033,0.045,SN II,
2021oas,,0.027,,
2021oaq,,0.028,,
2021nyt,0.064524,0.027,SN Ia,
2021oau,,0.024,,
2021gwa,0.07036,0.041,SN Ia,
2021oax,,0.063,,
2021rgb,,0.043,,
2021oav,,0.033,,
2021oaw,0.084095,0.025,SN Ia,
2021sou,,0.017,,
2021hem,0.035,0.051,SN Ia,0.025616
2021ovd,,0.014,,
2021oat,0.02252,0.009,SN Ia,
2021pci,0.070246,0.038,SN Ia,
2021nma,,0.038,,
2021nra,,0.011,,
2021obg,,0.094,,
2021ofa,,0.056,,
2021ofo,,0.03,,
2021orm,0.07408,0.06,SN Ia,
2021pbf,0.07,0.072,SN Ia,
2021ofq,0.12,0.011,SN Ia,
2021oar,,0.014,,
2021ofz,,0.019,,
2021nue,0.036,0.067,SN II,
2021wms,,0.09,,
2021qxh,,0.031,,
2021scp,,0.049,,
2021pby,0.03,0.095,SN Ia,
2021pca,,0.041,,
2021pqw,,0.022,,
2021wnb,,0.054,,
2021psj,,0.016,,
2021qbv,,0.04,,
2021pyl,,0.033,,
2021qxi,,0.064,,
2021pkz,0.009316,0.029,SN Ia,
2021oez,0.039074,0.046,SN Ia,
2021qbx,,0.09,,
2021pyk,,0.013,,
2021pgu,,0.01,,
2021pti,,0.043,,
2021pzh,,0.035,,
2021qxj,,0.028,,
2021fui,,0.034,,
2021cdn,,0.042,,
2021pfs,0.008733,0.024,SN Ia,
2021qas,0.09,0.04,SN Ia,
2021qsr,,0.075,,
2021rga,,0.041,,
2021rkd,,0.049,,
2021qxl,,0.031,,
2021quj,,0.035,,
2021qxk,,0.061,,
2021oov,,0.052,,
2021lhi,,0.039,,
2021qxn,,0.056,,
2021wmz,,0.057,,
2021qxo,,0.123,,
2021qqo,0.0234,0.019,SN Ia,
2021mgl,,0.033,,
2021qxp,,0.037,,
2021qxq,0.0886,0.037,SN Ia,
2021ojn,0.08,0.012,SN Ia,
2021qxu,0.038,0.057,SN Ia,
2021reh,,0.014,,
2021pnp,0.03,0.01,SN IIb,
2021rgg,,0.033,,
2021kwh,,0.063,,
2021rem,0.03,0.037,SN II,
2021pcn,,0.031,,
2021qes,0.04,0.066,SN II,
2021rbc,,0.176,,
2021qed,,0.077,,
2021qua,0.071,0.038,SN Ia-91T-like,
2021pzl,,0.023,,
2021rgc,,0.091,,
2021rge,,0.022,,
2021rgd,,0.031,,
2021rgh,,0.028,,
2021rgf,,0.009,,
2021wmy,,0.081,,
2021shf,,0.07,,
2021rkc,,0.03,,
2021sbc,0.1,0.071,SN Ia,
2021qve,0.034551,0.009,SN Ia,
2021rui,,0.105,,
2021scl,,0.034,,
2021snh,,0.044,,
2021sjq,,0.037,,
2021ryz,0.021612,0.126,SN Ia,
2021ogq,,0.062,,
2021scr,,0.035,,
2021scs,,0.042,,
2021scq,,0.043,,
2021scu,,0.029,,
2021shc,,0.036,,
2021thk,,0.038,,
2021sev,0.0511,0.01,SN II,
2021sgo,,0.079,,
2021shd,,0.041,,
2021she,,0.03,,
2021sjn,,0.025,,
2021ski,,0.012,,
2020abvg,0.043,0.018,SN Ia,
2020tfy,0.23,0.096,SN Ia,
2020jev,0.005,0.011,LBV,
2020aajf,0.07,0.03,SN Ia,
2021cly,0.037,0.073,SN Ib,
2021pj,0.042,0.019,SN II,
2021bpq,0.1,0.02,SN Ia,
2021drp,0.0444,0.026,SN Ia,
2021jvl,0.1594,0.052,SN II,
2021ihp,0.039,0.037,SN II,
2021dha,0.08,0.032,SN Ia,
2021frk,0.132,0.02,SN Ia,
2021jox,0.17,0.027,SN Ia,
2021fom,0.09,0.022,SN Ia,
2021gyh,0.08,0.025,SN Ia,
2021eng,0.079,0.046,SN Ia,
2020aeeg,0.05,0.036,SN II,
2021hlp,0.065,0.037,SN Ia,
2021fsb,0.0535,0.041,SN IIb,
2021gcv,,0.01,,
2021hol,0.084,0.012,SN Ia,
2021bmb,0.0375,0.015,SN Ia,
2021fnt,0.0358,0.009,SN Ia,
2021bsf,0.0237,0.027,SN Ia,
2021gfv,0.111,0.045,SN Ia,
2021hca,0.13,0.021,SN Ia,
2020xsy,0.27,0.039,SLSN-II,0.048841
2021hud,0.047469,0.043,SN II,
2021ccl,0.090356,0.017,SN Ia,
2021dpw,0.08,0.019,SN Ia,
2021gel,0.06,0.015,SN Ia-91bg-like,
2021gez,0.03206,0.044,SN Ia,
2020xqb,0.037,0.052,SN Ia,
2020esm,0.036,0.021,SN IIP,
2020twp,0.074,0.087,SN Ic,
2020oi,0.0052,0.023,SN Ic,0.0276513122869118
2021rmq,,0.016,,
2021mzk,,0.049,,
2021qzi,0.027365,0.052,SN II,
2021sox,,0.04,,
2021sld,0.104,0.079,SN Ia,
2021smp,,0.142,,
2021sft,,0.057,,
2021sje,,0.036,,
2021smj,0.00424299994,0.026,SN Ia,
2021sfe,,0.056,,
2021tjj,,0.129,,
2021swc,,0.033,,
2021nlj,0.089,0.02,SN Ia,
2021thj,,0.064,,
2021tjh,,0.017,,
2021tfw,,0.081,,
2021sne,,0.032,,
2021pde,0.049797,0.049,SN Ia,
2021tex,,0.049,,
2021skm,0.0314729996,0.07,SN II,
2021tci,,0.043,,
2021sve,0.0543,0.023,SN Ia,
2021tjt,,0.02,,
2021wmx,,0.012,,
2021wmw,,0.022,,
2021tji,,0.074,,
2021tom,,0.06,,
2021sil,,0.015,,
2021rdf,0.109,0.028,SN Ia,
2021rfd,,0.03,,
2021rgs,0.064,0.026,SN Ia,
2021rpr,,0.076,,
2021rqo,,0.075,,
2021sgk,,0.087,,
2021sqj,,0.096,,
2021tvn,,0.045,,
2021tua,,0.052,,
2021tvz,,0.031,,
2021rbq,,0.029,,
2021rfz,,0.079,,
2021ueu,,0.031,,
2021uch,,0.02,,
2021tsj,0.077,0.037,SN Ia,
2021qxr,0.09,0.023,SN Ia,
2021owa,,0.046,,
2021uwq,,0.023,,
2021uhf,,0.037,,
2021uiq,0.126,0.045,SN Ia-91T-like,
2021vml,,0.029,,
2021wmv,,0.019,,
2021wmu,,0.038,,
2021uwj,,0.025,,
2020ftl,0.0073,0.016,SN Ia,
2020fqv,0.007522,0.028,SN IIb,
2020acct,0.035,0.026,SN IIn,
2020zmi,0.019607,0.075,SN Ia,
2021dov,0.012,0.03,SN Ia,0.030852
2021uhl,0.07521,0.086,SN Ia,
2021abbj,,0.071,,
2021sat,,0.015,,
2021ukf,0.038,0.019,SN II,
2021tux,0.03,0.012,SN Ib,
2021ufx,,0.038,,
2021tol,0.04,0.044,SN Ia,
2021tks,0.065,0.022,SN Ia,
2021uww,,0.041,,
2021vmm,0.1,0.101,SN Ia,
2021tpb,,0.02,,
2021qht,,0.017,,
2021vas,,0.028,,
2021txi,,0.031,,
2021qzp,0.02,0.015,SN Ib/c,
2021vaw,0.11,0.049,SN Ia,
2021vcg,,0.028,,
2021acey,0.02,0.016,SN II,
2021udc,0.035,0.079,SN IIb,
2021uyq,0.081,0.065,SN Ia,
2021suq,,0.014,,
2021vcz,0.108,0.031,SN Ia,
2021wlq,,0.021,,
2021uxn,,0.017,,
2021wmp,,0.05,,
2021vjf,,0.033,,
2021sff,,0.025,,
2021wmq,,0.032,,
2021vwz,,0.014,,
2021wlt,,0.015,,
2021wmr,,0.034,,
2021vwf,,0.034,,
2021wlv,,0.02,,
2021vjk,,0.093,,
2021vvw,,0.142,,
2021wls,,0.052,,
2021uqw,0.028019,0.074,SN IIb,
2021vjs,,0.048,,
2021vjt,,0.032,,
2021wlp,,0.034,,
2021wtv,,0.052,,
2021wuc,,0.057,,
2021vqm,,0.099,,
2021pgm,,0.049,,
2021wlo,,0.029,,
2021utd,,0.027,,
2021wln,,0.047,,
2021vtq,0.0208,0.016,SN Ia,
2021sjz,,0.02,,
2021rhu,0.003506,0.038,SN Ia,
2021wlm,,0.078,,
2021vgn,0.0323409997,0.014,SN II,
2021wfg,0.079,0.082,SN Ia,
2021wrt,0.081,0.047,SN Ia,
2021vku,0.097,0.056,SN Ia,
2021yxl,,0.06,,
2021whv,0.03,0.063,SN II,
2021vrt,0.035,0.074,SN II,
2021hpr,0.009346,0.021,SN Ia,
2021wjs,0.0718,0.06,SN II,
2021acij,,0.069,,
2021upd,,0.025,,
2021tqq,0.09,0.032,SN Ia,
2021unv,,0.024,,
2021vri,0.102,0.029,SN Ia,
2021ygi,,0.028,,
2021wug,,0.034,,
2021wub,,0.027,,
2021wue,0.08,0.031,SN Ia,
2021wvw,0.0099,0.245,SN II,
2021wxz,,0.106,,
2021abgy,,0.03,,
2020opy,,0.056,,
2021wbn,,0.026,,
2021xbd,,0.019,,
2021ygl,,0.023,,
2021ygk,,0.015,,
2021xjh,0.209,0.118,SN Ia-91T-like,
2021wmt,,0.034,,
2021uil,,0.026,,
2021ulp,,0.053,,
2021urb,0.127,0.03,SN Ic,
2021vzt,,0.027,,
2021wlz,,0.038,,
2021wog,,0.095,,
2021xdd,,0.035,,
2021xhy,,0.033,,
2021xin,,0.084,,
2021xix,,0.101,,
2021ycq,,0.101,,
2021xvu,,0.023,,
2021ygj,,0.039,,
2021xmq,0.04,0.106,SN Ia,
2021xbg,0.0319,0.026,SN Ib/c,
2021xqw,,0.054,,
2021yab,0.1,0.028,SN Ia,
2021yfc,,0.032,,
2021yfd,,0.042,,
2021kni,,0.034,,
2021ypu,,0.098,,
2021yzm,,0.032,,
2021xbf,0.0141,0.075,SN II,
2021xgi,,0.018,,
2021ylu,,0.044,,
2021ypt,,0.02,,
2021yps,,0.028,,
2021ypr,,0.028,,
2021ylc,,0.023,,
2021ype,,0.038,,
2021yny,,0.05,,
2021yow,,0.047,,
2021xpq,,0.061,,
2021vrq,,0.084,,
2021ypd,,0.021,,
2021ypp,,0.039,,
2021ypq,,0.046,,
2021uou,0.14,0.026,SN Ia,
2021xbn,,0.021,,
2021yrx,,0.033,,
2021xei,,0.06,,
2021yzn,,0.064,,
2021zbq,,0.074,,
2021vwx,0.06,0.045,SN Ia,
2021xox,,0.029,,
2021zcj,,0.011,,
2021znf,,0.026,,
2021zep,0.09,0.016,SN Ia,
2021zmr,,0.023,,
2021xkm,0.052334,0.019,SN Ia,
2021zqt,,0.015,,
2021zzv,,0.13,,
2021abgz,,0.014,,
2021aaxm,,0.024,,
2021aacm,,0.044,,
2021abgx,0.08,0.052,SN Ia,
2021acnr,,0.056,,
2021aaez,0.1,0.031,SN Ia,
2021aahm,,0.084,,
2021abhb,,0.01,,
2021abha,,0.034,,
2021aabr,,0.025,,
2021sun,0.036,0.016,SN Ia,
2021aalv,,0.046,,
2021abhc,,0.017,,
2021aamn,,0.073,,
2021aamo,0.059,0.031,SN Ia,
2021abhd,,0.035,,
2021aamp,,0.058,,
2021abhe,,0.052,,
2021qyb,,0.036,,
2021qgl,,0.05,,
2021tfr,,0.096,,
2021tup,0.12,0.089,SN Ia,
2021wlr,0.0449,0.03,SN II,
2021aaqh,,0.017,,
2021aaqi,0.19,0.019,SN Ia,
2021qvo,0.05,0.065,SN Ia,
2021aczg,,0.053,,
2021ybc,0.02925,0.026,SN IIb,
2021aaqg,0.054,0.035,SN Ia-91T-like,
2021aadd,0.017,0.052,SN Ib,
2021abbi,,0.091,,
2021abbk,,0.02,,
2021acee,,0.067,,
2021abax,,0.051,,
2021abbl,0.12,0.024,SN Ia-91T-like,
2021aaqn,0.028,0.034,SN II,
2021abjy,,0.025,,
2021abng,,0.019,,
2021aczf,,0.033,,
2021aaej,0.09,0.016,SN II,
2021aapa,0.032,0.056,SN IIn,
2021aabh,,0.026,,
2021qvr,0.011639,0.042,SN II,
2021sdy,,0.04,,
2021abpc,0.096,0.047,SN Ia,
2021ycz,,0.042,,
2021xjc,,0.027,,
2021wlu,,0.024,,
2021uip,,0.073,,
2021abwi,,0.013,,
2021abwj,,0.095,,
2021accm,0.061,0.052,SN Ib,
2021abwm,0.094,0.037,SN Ia,
2021abwl,0.15,0.011,SN Ia,
2021abwk,0.087,0.037,SN Ia,
2021abeu,,0.046,,
2021vgl,,0.041,,
2021swd,,0.02,,
2020scq,,0.031,,
2021abam,0.049,0.016,SN Ia,
2021acgu,0.129,0.032,SN Ia,
2021achl,,0.046,,
2021acfc,0.067,0.029,SN II,
2021acfj,0.054,0.035,SN Ib,
2021acfi,0.14,0.036,SN Ia,
2021achg,,0.068,,
2021achh,,0.039,,
2021acnq,,0.044,,
2021achy,0.08,0.05,SN II,
2021actw,0.084,0.012,SN Ia,
2021ztz,,0.035,,
2021tjk,,0.062,,
2021wmo,,0.02,,
2021kmq,,0.071,,
2021acjv,,0.067,,
2021adny,,0.037,,
2021acns,,0.06,,
2021acjn,,0.022,,
2021acvm,,0.019,,
2021acvn,,0.016,,
2021aehv,,0.035,,
2021adnx,,0.01,,
2021acvo,,0.022,,
2021adew,0.078,0.065,SN Ia,
2021adnw,0.09,0.033,SN II,
2021acza,0.19,0.046,SN Ia,
2021aczb,,0.06,,
2021aczh,,0.068,,
2021adnv,0.19,0.053,SN Ia,
2021aaxi,,0.018,,
2021aczd,0.138,0.022,SN Ia,
2020pni,0.01687,0.017,SN II,
2021too,0.07,0.053,SN Ic-BL,
2021iyt,0.0712,0.04,SN Ibn,
2021kfy,0.15,0.016,SN Ia,
2021iuk,0.08,0.02,SN Ia,
2021idh,0.095,0.049,SN Ia,
2021jze,0.0471,0.039,SN Ia,
2021kcc,0.18,0.022,SN Ia,
2020yiv,,0.033,,
2021aceh,0.047,0.102,SN II,
2021lfv,,0.031,,
2021khl,0.063,0.023,SN Ia,
2021kcz,0.09,0.033,SN II,0.10723
2021lel,,0.035,,
2021jkd,0.077,0.09,SN Ia,
2021dbg,0.02,0.027,SN II,
2021aczi,,0.02,,
2021adsy,,0.07,,
2021acfw,,0.026,,
2021achm,,0.016,,
2021adec,,0.087,,
2021aduv,,0.045,,
2021acvp,0.12,0.081,SN Ia,
2021adsm,,0.088,,
2021admu,,0.058,,
2021aftm,,0.045,,
2021zri,0.041,0.016,SN Ia,
2021acxs,,0.01,,
